Scene,Filename,Mean_PSNR,Mean_SSIM,Gaussian_PSNR,Gaussian_SSIM,Median_PSNR,Median_SSIM
L15-0361E-1300N_1446_2989_13,global_monthly_2018_10_mosaic_L15-0361E-1300N_1446_2989_13.tif,30.769422616758177,0.9171451943639773,35.65793435508914,0.9683711037977719,31.979457239245956,0.9287862484772523
L15-0361E-1300N_1446_2989_13,global_monthly_2018_11_mosaic_L15-0361E-1300N_1446_2989_13.tif,29.344649446477828,0.8910203435768075,34.256879074461175,0.9609582981385897,30.389674059766225,0.9062639897427549
L15-0361E-1300N_1446_2989_13,global_monthly_2018_12_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.54614177508451,0.8717176036993058,32.561810272866275,0.9560228382130201,28.618309202853844,0.8923111490390147
L15-0361E-1300N_1446_2989_13,global_monthly_2019_01_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.448071998865295,0.8734537728728935,32.48169248341681,0.9576689314410007,28.622125615552836,0.895297700212051
L15-0361E-1300N_1446_2989_13,global_monthly_2019_02_mosaic_L15-0361E-1300N_1446_2989_13.tif,32.78805411771551,0.9190789127356002,37.37464858090234,0.9669881801871215,33.699410287131684,0.9273418866397266
L15-0361E-1300N_1446_2989_13,global_monthly_2019_03_mosaic_L15-0361E-1300N_1446_2989_13.tif,29.297588253774887,0.8923632913733548,34.28854832298154,0.9631019965308302,30.5839639695225,0.9107060298803397
L15-0361E-1300N_1446_2989_13,global_monthly_2019_04_mosaic_L15-0361E-1300N_1446_2989_13.tif,26.788742809038318,0.8652413305813715,31.837465884911534,0.9552354606352387,28.07262542276981,0.890930929892736
L15-0361E-1300N_1446_2989_13,global_monthly_2019_05_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.605038539667298,0.8864750061750745,32.72154167254565,0.9620082963750116,29.00716246927003,0.9090121706783614
L15-0361E-1300N_1446_2989_13,global_monthly_2019_06_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.302772717438724,0.8747142266852412,32.329355788401,0.9574738780310191,28.578346441672483,0.8980911757400303
L15-0361E-1300N_1446_2989_13,global_monthly_2019_07_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.117235841387533,0.8655213844726363,32.14450855392095,0.9556223940805202,28.273255712409124,0.8897923227751785
L15-0361E-1300N_1446_2989_13,global_monthly_2019_08_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.485565580828283,0.8661775841875846,32.465957777675825,0.9548816986782286,28.630686616577044,0.8892858538734729
L15-0361E-1300N_1446_2989_13,global_monthly_2019_09_mosaic_L15-0361E-1300N_1446_2989_13.tif,27.43620203167937,0.8715785329633836,32.445658697523974,0.9562802410587673,28.549877775584058,0.8938017950095878
L15-0361E-1300N_1446_2989_13,global_monthly_2019_10_mosaic_L15-0361E-1300N_1446_2989_13.tif,31.79801339092144,0.9034304413446614,36.43386839347122,0.9627926579867351,32.745481962338566,0.9155506733595513
L15-0361E-1300N_1446_2989_13,global_monthly_2019_11_mosaic_L15-0361E-1300N_1446_2989_13.tif,29.358263467794504,0.8875773721248594,34.26337358896581,0.9600131826854512,30.335990137661845,0.9045038362506373
L15-0361E-1300N_1446_2989_13,global_monthly_2019_12_mosaic_L15-0361E-1300N_1446_2989_13.tif,31.562713436655045,0.8973891823981273,36.10002388696662,0.9596861205515778,32.39770401709242,0.9078004849311828
L15-0361E-1300N_1446_2989_13,global_monthly_2020_01_mosaic_L15-0361E-1300N_1446_2989_13.tif,36.16206785102007,0.9174362153617953,39.66473097043898,0.9588655092903984,36.3040282925546,0.9178305936150202
L15-0368E-1245N_1474_3210_13,global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13.tif,30.862885506986277,0.9004835774481755,35.70613415166282,0.9662608926119436,31.70893681909974,0.9142443086345269
L15-0368E-1245N_1474_3210_13,global_monthly_2018_02_mosaic_L15-0368E-1245N_1474_3210_13.tif,30.90589374712726,0.8862889967855699,35.75743951320259,0.9626664651768087,31.80004288340625,0.9033221468063122
L15-0368E-1245N_1474_3210_13,global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13.tif,27.376070587892055,0.8427761633462164,32.31604440105597,0.9511842626607344,28.476514699471224,0.8725400278333908
